City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
157,Japura,ID,2022-07-19 15:04:45,-0.3167,102.35,76.26,94,2,1.3
158,Cairns,AU,2022-07-19 15:01:03,-16.9167,145.7667,64.35,83,8,4.61
159,Khandyga,RU,2022-07-19 15:04:46,62.6667,135.6,66.49,68,98,4.72
160,Hambantota,LK,2022-07-19 15:02:30,6.1241,81.1185,77.34,100,75,4.61
161,Portobelo,PA,2022-07-19 15:04:46,9.55,-79.65,88.95,80,80,7.11
162,Bilma,NE,2022-07-19 15:04:46,18.6853,12.9164,105.71,10,7,5.01
163,Springbok,ZA,2022-07-19 15:04:47,-29.6643,17.8865,55.36,50,7,14.94
164,Bouca,CF,2022-07-19 15:04:47,6.5105,18.2733,70.57,97,100,3.62
165,Meulaboh,ID,2022-07-19 15:04:47,4.1363,96.1285,78.94,78,99,0.13
166,Panaba,MX,2022-07-19 15:04:48,21.2833,-88.2667,90.1,51,57,8.25
167,Araouane,ML,2022-07-19 14:57:51,18.9048,-3.5265,104.18,24,37,13.76
168,Goryachegorsk,RU,2022-07-19 15:04:48,55.4053,88.9154,56.21,77,100,11.63
169,Manakara,MG,2022-07-19 15:04:48,-22.1333,48.0167,68.11,78,13,10.56
170,Boa Vista,BR,2022-07-19 15:00:43,2.8197,-60.6733,80.92,77,100,5.59
171,Dzaoudzi,YT,2022-07-19 15:04:49,-12.7887,45.2699,76.89,69,40,8.05
172,Mareeba,AU,2022-07-19 15:04:49,-17.0,145.4333,59.72,84,6,2.73
173,Dalian,CN,2022-07-19 15:04:50,38.9122,121.6022,78.73,53,0,4.47
174,Sterling,US,2022-07-19 15:02:17,39.0062,-77.4286,84.4,76,75,8.05
175,Great Bend,US,2022-07-19 15:04:26,38.3645,-98.7648,84.33,42,0,16.11
176,Pevek,RU,2022-07-19 15:04:50,69.7008,170.3133,31.75,92,90,16.4
177,Kahului,US,2022-07-19 14:56:44,20.8947,-156.47,71.96,88,11,13.0
178,Hokitika,NZ,2022-07-19 15:04:51,-42.7167,170.9667,49.69,93,62,5.84
179,Oksfjord,NO,2022-07-19 15:04:51,70.2396,22.3479,59.07,95,99,5.14
180,Ponto Novo,BR,2022-07-19 15:04:51,-10.8628,-40.1336,82.92,36,42,12.91
181,Qaanaaq,GL,2022-07-19 15:04:52,77.484,-69.3632,42.96,70,3,3.78
182,Saint Anthony,US,2022-07-19 15:02:48,45.0205,-93.218,87.19,53,0,16.11
183,Faanui,PF,2022-07-19 15:04:52,-16.4833,-151.75,76.62,72,15,7.31
184,Arraial Do Cabo,BR,2022-07-19 15:04:52,-22.9661,-42.0278,76.86,69,20,3.44
185,Nanortalik,GL,2022-07-19 15:05:53,60.1432,-45.2371,48.54,89,100,9.57
186,Gejiu,CN,2022-07-19 15:05:53,23.306,103.1635,60.4,96,100,3.65
187,Maarianhamina,AX,2022-07-19 15:05:53,60.0973,19.9348,66.06,45,0,10.36
188,Henties Bay,NA,2022-07-19 15:05:54,-22.116,14.2845,59.94,77,5,15.84
189,San Policarpo,PH,2022-07-19 15:05:54,12.1791,125.5072,82.85,80,23,9.48
190,Camacha,PT,2022-07-19 14:57:57,33.0833,-16.3333,72.82,60,40,11.5
191,Kununurra,AU,2022-07-19 15:05:54,-15.7667,128.7333,64.38,82,69,0.0
192,Haines Junction,CA,2022-07-19 15:05:55,60.7522,-137.5108,49.93,83,69,5.12
193,Mana,GF,2022-07-19 15:04:55,5.6592,-53.7767,79.47,80,98,3.11
194,Severnyy,RU,2022-07-19 15:05:55,50.677,36.5532,71.64,46,0,11.18
195,La Asuncion,VE,2022-07-19 15:05:17,11.0333,-63.8628,81.59,75,10,12.97
196,Tuatapere,NZ,2022-07-19 15:05:56,-46.1333,167.6833,42.78,90,100,4.16
197,Joao Pinheiro,BR,2022-07-19 15:05:56,-17.7425,-46.1725,78.84,30,35,7.67
198,Mercedes,AR,2022-07-19 15:05:56,-34.6515,-59.4307,59.04,42,8,7.36
199,Puerto Del Rosario,ES,2022-07-19 15:05:57,28.5004,-13.8627,78.55,69,20,23.02
200,Ponta Do Sol,PT,2022-07-19 15:05:57,32.6667,-17.1,80.71,67,0,5.61
201,Kloulklubed,PW,2022-07-19 15:05:57,7.0419,134.2556,75.7,69,99,3.47
202,Constitucion,CL,2022-07-19 15:05:58,-35.3333,-72.4167,53.1,66,7,5.77
203,Kormilovka,RU,2022-07-19 15:05:58,55.0026,74.1028,64.31,72,14,3.2
204,Denpasar,ID,2022-07-19 15:03:42,-8.65,115.2167,76.71,88,20,6.91
205,Tienen,BE,2022-07-19 15:05:58,50.8077,4.9418,104.63,18,5,11.5
206,Ha Giang,VN,2022-07-19 15:05:59,22.8333,104.9833,80.82,98,100,2.33
207,Zunyi,CN,2022-07-19 15:05:59,27.6867,106.9072,69.4,95,100,2.53
208,Marsh Harbour,BS,2022-07-19 15:05:32,26.5412,-77.0636,82.58,71,4,8.5
209,Khudumelapye,BW,2022-07-19 15:05:59,-23.8833,24.75,67.21,31,75,10.98
210,Jalu,LY,2022-07-19 15:03:38,29.0331,21.5482,97.39,14,2,13.4
211,Talnakh,RU,2022-07-19 15:06:00,69.4865,88.3972,62.51,48,86,4.38
212,Lumajang,ID,2022-07-19 15:06:00,-8.1335,113.2248,73.24,90,17,1.88
213,Banjar,ID,2022-07-19 15:06:01,-8.19,114.9675,73.74,89,11,4.68
214,Funadhoo,MV,2022-07-19 15:06:01,6.15,73.2667,81.66,78,100,19.06
215,Auki,SB,2022-07-19 15:06:01,-8.7676,160.7034,74.75,83,25,4.38
216,Harper,LR,2022-07-19 15:06:01,4.375,-7.7169,77.47,66,95,7.61
217,Bilibino,RU,2022-07-19 15:06:02,68.0546,166.4372,31.62,95,100,1.3
218,Korla,CN,2022-07-19 15:02:03,41.7597,86.1469,85.64,19,83,4.94
219,Kaitangata,NZ,2022-07-19 15:03:39,-46.2817,169.8464,43.61,81,100,5.44
220,Ixtapa,MX,2022-07-19 15:06:03,20.7,-105.2,84.22,74,75,1.01
221,Beyneu,KZ,2022-07-19 15:06:03,45.3167,55.2,108.21,10,5,12.82
222,Rey Bouba,CM,2022-07-19 15:06:03,8.6724,14.1786,81.57,71,100,5.48
223,Mount Gambier,AU,2022-07-19 15:06:04,-37.8333,140.7667,36.95,88,0,5.75
224,Beloha,MG,2022-07-19 15:06:04,-25.1667,45.05,71.83,49,0,10.18
225,Hornepayne,CA,2022-07-19 15:06:04,49.2138,-84.7705,72.84,53,5,1.99
226,Kalamb,IN,2022-07-19 15:06:05,19.05,73.95,73.04,90,98,8.52
227,Viseu,PT,2022-07-19 15:06:05,40.661,-7.9097,80.85,36,0,12.17
228,Coihaique,CL,2022-07-19 15:04:30,-45.5752,-72.0662,39.15,93,100,9.22
229,Port Hedland,AU,2022-07-19 15:06:05,-20.3167,118.5667,60.85,94,8,4.61
230,Zaranj,AF,2022-07-19 15:01:59,30.9667,61.8833,108.05,7,6,22.7
231,Port-Gentil,GA,2022-07-19 15:06:06,-0.7193,8.7815,78.76,73,40,12.66
232,Cap-Aux-Meules,CA,2022-07-19 15:06:06,47.3821,-61.8597,66.25,94,100,25.32
233,Karaidel,RU,2022-07-19 15:07:07,55.8337,56.9069,68.56,74,47,12.88
234,Boda,CF,2022-07-19 15:07:07,4.3189,17.4695,69.31,99,100,2.42
235,Ende,ID,2022-07-19 15:07:07,-8.8432,121.6623,72.21,84,98,3.27
236,Potosi,BO,2022-07-19 15:07:08,-19.5836,-65.7531,48.54,47,100,5.17
237,Shingu,JP,2022-07-19 15:06:26,33.7333,135.9833,77.81,94,100,5.88
238,Vardo,NO,2022-07-19 15:03:13,70.3705,31.1107,58.98,77,0,0.0
239,Kudahuvadhoo,MV,2022-07-19 15:07:08,2.6708,72.8944,81.73,79,100,14.81
240,Karasjok,NO,2022-07-19 15:07:08,69.4719,25.5112,62.31,66,100,6.73
241,Port Elizabeth,ZA,2022-07-19 14:57:52,-33.918,25.5701,63.1,87,75,19.57
242,Constantine,DZ,2022-07-19 15:07:09,36.365,6.6147,99.81,20,20,11.5
243,Mpwapwa,TZ,2022-07-19 15:07:09,-6.35,36.4833,70.92,51,69,10.4
244,Tuyen Quang,VN,2022-07-19 15:04:37,21.8233,105.2181,79.48,97,100,2.33
245,Salinas,US,2022-07-19 15:07:10,36.6777,-121.6555,63.21,88,100,5.75
246,Porto Novo,BJ,2022-07-19 15:05:00,6.4965,2.6036,80.58,62,96,11.1
247,Bandarbeyla,SO,2022-07-19 15:07:10,9.4942,50.8122,78.01,72,91,33.93
248,Ati,TD,2022-07-19 15:07:10,13.2154,18.3353,93.16,39,41,6.46
249,Kusti,SD,2022-07-19 15:07:11,13.1629,32.6635,88.25,45,17,13.51
250,Nome,US,2022-07-19 15:07:11,64.5011,-165.4064,39.27,87,75,17.27
