City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
504,Nha Trang,VN,78.8,overcast clouds,12.25,109.1833,Hanoi Golden Hotel
506,Tapiramuta,BR,75.07,overcast clouds,-11.8472,-40.7914,Hotel Santana
507,Puerto Baquerizo Moreno,EC,69.69,broken clouds,-0.9,-89.6,Hotel los Algarrobos
508,Kropotkin,RU,66.92,broken clouds,45.4375,40.5756,Hotel Europe Kropotkin
512,Alugan,PH,80.29,overcast clouds,12.2188,125.4808,JM Lodge
517,Itarema,BR,87.33,broken clouds,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
519,Marsh Harbour,BS,84.38,clear sky,26.5412,-77.0636,Abaco Beach Resort
521,Luganville,VU,77.68,overcast clouds,-15.5333,167.1667,The Espiritu Hotel
522,Labuhan,ID,75.94,scattered clouds,-6.8844,112.2051,DoubleFAG
523,Impfondo,CG,71.24,overcast clouds,1.6381,18.0667,Auberge La Place de Jules
524,Cururupu,BR,88.57,broken clouds,-1.8283,-44.8683,POUSADA TRAVÉS'CIA
525,Shugurovo,RU,65.86,scattered clouds,54.5083,52.1326,
526,Alofi,NU,64.29,broken clouds,-19.0595,-169.9187,Taloa Heights
528,Aojiang,CN,81.05,scattered clouds,22.9421,116.0359,Binjiang Hotel
529,Ranau,MY,69.87,overcast clouds,5.9538,116.6641,The Second Room
530,Kayes,ML,84.69,light rain,14.0,-11.0,
531,Baker City,US,73.6,clear sky,44.7749,-117.8344,Bridge Street Inn
533,Contai,IN,82.63,overcast clouds,21.7786,87.7536,PATHFINDER
535,San Francisco,US,76.44,scattered clouds,37.7749,-122.4194,Edwardian Hotel
537,Braco Do Norte,BR,73.51,overcast clouds,-28.275,-49.1656,Costa Nobre Hotel
539,Santa Fe,AR,74.01,scattered clouds,-31.6333,-60.7,Conquistador Hotel
540,Praia,CV,81.14,scattered clouds,14.9215,-23.5087,LT Aparthotel
542,Margate,GB,66.11,overcast clouds,51.3813,1.3862,Premier Inn Margate hotel
544,Soyo,AO,70.38,broken clouds,-6.1349,12.3689,Hospedaria ndozi'ame
545,Kadoma,JP,78.19,broken clouds,34.7333,135.5833,Hotel Agora Osaka Moriguchi
546,Bidar,IN,71.89,heavy intensity rain,17.9,77.55,Kaveri Hotel
547,Vilhena,BR,84.42,few clouds,-12.7406,-60.1458,Hotel Mirage
549,Mtsamboro,YT,74.52,scattered clouds,-12.6998,45.0689,4 Etoiles
551,Camacha,PT,71.02,broken clouds,33.0833,-16.3333,Hotel Porto Santo & Spa
553,Aldan,RU,64.4,broken clouds,58.6031,125.3894,Aldan Guest House
554,Namibe,AO,64.08,few clouds,-15.1961,12.1522,Hotel Chik Chik Namibe
555,Nchelenge,ZM,73.13,scattered clouds,-9.3451,28.734,KD Travellers Home
557,Pimentel,PE,66.24,broken clouds,-6.8367,-79.9342,Hotel Puerto del Sol
558,Gizo,SB,81.5,broken clouds,-8.103,156.8419,Imagination Island
559,Kavaratti,IN,81.1,overcast clouds,10.5669,72.642,Green leaf
560,Aqtobe,KZ,77.09,clear sky,50.2797,57.2072,"Gostinitsa ""Ilek"" G. Aktobe"
561,Kenitra,MA,86.76,scattered clouds,34.261,-6.5802,Bienvenue chez vous
562,Takoradi,GH,77.43,overcast clouds,4.8845,-1.7554,Raybow International Hotel
564,Parana,AR,73.54,few clouds,-31.732,-60.5238,Howard Johnson by Wyndham Plaza Hotel Mayorazgo
565,Gurkovo,BG,86.38,clear sky,42.6667,25.8,Мотел Ориентал
566,Superior,US,84.7,clear sky,46.7208,-92.1041,"Holiday Inn Express & Suites Superior - Duluth Area, an IHG Hotel"
568,Requena,ES,88.79,few clouds,39.4883,-1.1004,Hotel Avenida
571,Praxedis Guerrero,MX,88.93,broken clouds,31.3667,-106.0167,Congregación placitas de Otero
572,Puntarenas,CR,76.06,overcast clouds,9.9763,-84.8384,Michael's Surfside Hotel
573,Heihe,CN,63.18,scattered clouds,50.2441,127.4902,Hotel Strannik
575,Eyl,SO,77.94,overcast clouds,7.9803,49.8164,Amiin Hotel
576,Abha,SA,73.22,few clouds,18.2164,42.5053,Abha Hotel
577,Zimovniki,RU,68.59,light rain,47.1483,42.4633,"Dom Priyezzhikh, Gostinitsa"
579,Artyom,AZ,77.14,clear sky,40.4723,50.333,Pir hos
580,Khani,GE,62.17,broken clouds,41.9563,42.9566,კურორტი ზეკარი/Resort Zekari
581,Hami,CN,83.53,clear sky,42.8,93.45,Laoyutang Resort
582,Qinzhou,CN,81.36,clear sky,21.95,108.6167,Jinjiang Inn Style Qingzhou Walmart
583,Sokolo,ML,89.37,overcast clouds,14.7328,-6.1219,
584,Kushalgarh,IN,78.91,overcast clouds,23.199,74.4507,Hotel Janvi
585,Jeremie,HT,87.22,few clouds,18.65,-74.1167,Auberge’Inn
587,Cap Malheureux,MU,71.47,scattered clouds,-19.9842,57.6142,Pereybere Hotel & Spa
591,Salinas,US,68.81,scattered clouds,36.6777,-121.6555,Laurel Inn & Conference Center
592,Tabou,CI,79.0,scattered clouds,4.423,-7.3528,hotêl doufoulougou
593,Senneterre,CA,77.77,clear sky,48.3835,-77.2328,Motel Senabi
594,Rocha,UY,63.57,broken clouds,-34.4833,-54.3333,Hotel Arrarte
596,Faya,SA,73.51,scattered clouds,18.3851,42.4509,املاك خالد الشعشوع
597,Zemio,CF,69.89,moderate rain,5.0314,25.1361,OCHA Office
598,Bathsheba,BB,85.05,clear sky,13.2167,-59.5167,Atlantis Hotel
600,Montepuez,MZ,69.67,scattered clouds,-13.1256,38.9997,PembaAparthotel
601,Bend,US,73.33,clear sky,44.0582,-121.3153,Fairfield Inn & Suites by Marriott Bend Downtown
605,Cabedelo,BR,79.27,overcast clouds,-6.9811,-34.8339,Pousada Camboinha
606,Resplendor,BR,87.87,clear sky,-19.3256,-41.2553,Pousada Bixu de Pé
607,Cockburn Town,TC,78.96,overcast clouds,21.4612,-71.1419,Osprey Beach Hotel
609,Cefalu,IT,87.55,clear sky,38.0386,14.0229,Hotel La Giara
611,Celestun,MX,88.5,scattered clouds,20.8667,-90.4,Posada Lilia
612,Hualmay,PE,65.98,broken clouds,-11.0964,-77.6139,Hotel Villa Kitzia Huacho
613,Saint-Augustin,CA,69.21,overcast clouds,51.226,-58.6502,
614,Edremit,TR,82.65,clear sky,39.5961,27.0244,Adramis Thermal Hotel
615,Sola,VU,80.17,overcast clouds,-13.8833,167.55,Leumerus Bungalows
617,Quatre Cocos,MU,71.1,light rain,-20.2078,57.7625,Sunrise Attitude Hotel
619,Dumai,ID,73.89,overcast clouds,1.6833,101.45,Grand Zuri Dumai
620,Tayu,ID,78.4,broken clouds,-6.5397,111.0518,Toko pakaian bu is Tayu
621,Nicoya,CR,75.06,overcast clouds,10.1483,-85.452,Las Cabinas Del Sueño
623,Mindelo,CV,80.15,broken clouds,16.8901,-24.9804,Hotel Gaudi
624,Puerto Escondido,MX,84.85,overcast clouds,15.85,-97.0667,Aldea del Bazar Hotel and Spa
625,Villarrica,PY,85.91,overcast clouds,-25.75,-56.4333,Mansión Reljuv Tours SA
626,Khandyga,RU,63.64,light rain,62.6667,135.6,Apel'sin
627,Verkhniy Baskunchak,RU,75.96,scattered clouds,48.2256,46.7217,Kombat
629,Natal,BR,86.22,broken clouds,-5.795,-35.2094,Villa Park Hotel | Natal
631,Morden,CA,79.09,few clouds,49.1919,-98.1014,Morden Motor Inn
632,Bantou,CN,80.92,few clouds,26.2151,117.4893,
633,Urubamba,PE,67.1,clear sky,-13.3047,-72.1158,"Tambo del Inka, a Luxury Collection Resort & Spa, Valle Sagrado"
634,Rzhev,RU,68.72,clear sky,56.2624,34.3282,Hostel Na Razina
635,Pincher Creek,CA,64.89,broken clouds,49.4833,-113.952,BLUE MOUNTAIN MOTEL
636,Kijang,KR,74.93,scattered clouds,35.2442,129.2139,Samyang Beach Villa
637,Zhanaozen,KZ,81.48,scattered clouds,43.3,52.8,K.korabay 28A
640,Wawa,NG,82.33,light rain,9.9022,4.4192,
641,Yaan,NG,77.22,moderate rain,7.3833,8.5667,
643,Koulikoro,ML,87.82,overcast clouds,14.0,-7.75,
644,Shache,CN,89.71,clear sky,38.4167,77.2406,Delong Hotel
646,Mahibadhoo,MV,81.61,light rain,3.7833,72.9667,Omadhoo Inn
649,Saint-Pierre,RE,69.48,few clouds,-21.3393,55.4781,Alize Plage
650,Boueni,YT,75.18,few clouds,-12.9025,45.0761,The feet in water
651,Matara,LK,78.89,overcast clouds,5.9485,80.5353,Amaloh Boutique Resort
652,Paracatu,BR,82.54,clear sky,-17.2222,-46.8747,Hotel Paracatu Plaza
653,Skegness,GB,67.01,overcast clouds,53.1436,0.3363,The Royal Hotel
654,Betsiamites,CA,69.85,broken clouds,48.9413,-68.646,Pourvoirie du lac des îles
655,Mogadishu,SO,75.97,scattered clouds,2.0371,45.3438,Hotel Juba
656,Kilrush,IE,69.55,overcast clouds,52.6397,-9.4833,Innwood House
657,Tysmenytsya,UA,84.67,clear sky,48.9022,24.8448,Chempion - Tsentr Dozvillya Dlya Sobak. Zoohotelʹ
658,Guerrero,MX,75.67,overcast clouds,17.6667,-100.0,Villaxochilt
659,Pandrup,DK,67.95,broken clouds,57.2215,9.6757,Eva Mose Design
660,Kurumkan,RU,66.88,light rain,54.3,110.3,Ilikchin
661,Lata,PT,86.49,clear sky,40.1629,-8.3327,Casa Maquia
662,Ismailia,EG,82.65,clear sky,30.6043,32.2723,Mercure Ismailia Forsan Island Hotel
663,Moscow,RU,77.43,overcast clouds,55.7522,37.6156,Ararat Park Hyatt Moscow
664,Liverpool,GB,68.14,overcast clouds,53.4106,-2.9779,Premier Inn Liverpool City Centre (Moorfields) hotel
665,Thap Than,TH,80.71,moderate rain,15.4606,99.8917,ขวัญเรือน ขำสุข
667,Ust-Maya,RU,67.08,broken clouds,60.4167,134.5333,
668,Cuamba,MZ,73.63,broken clouds,-14.8031,36.5372,Hotel Vision
669,Tshela,CD,77.95,scattered clouds,-4.9833,12.9333,Hotel Mirador
671,Trincomalee,LK,80.8,light rain,8.5711,81.2335,Welcombe Hotel
672,Bako,ET,68.9,overcast clouds,5.7833,36.5667,Goh Hotel
673,Zambezi,ZM,69.35,scattered clouds,-13.5432,23.1047,Royal Kutachika Lodge
674,Namatanai,PG,78.76,overcast clouds,-3.6667,152.4333,Seagulls Inn Namatani
675,Kamogata,JP,75.38,clear sky,34.5333,133.5833,Guest House Kominkaen
676,Kutum,SD,87.4,few clouds,14.2,24.6667,Dibbo areaمنطقة دبو
